name,dates,base,base_primary,country,region,type,anno,anno_refit,service,length_ft,cabins,berths,wc,price_eur,original_price_eur,discount,deposit_eur,yacht_id
Bali 4.1 (Talitha),13.06.2026 - 20.06.2026,"Sicily / Palermo / La Cala (Porto Palermo), Italia","Sicily / Palermo / La Cala (Porto Palermo), Italia",Italy,Sicily,Catamarano,2021,,Bareboat,41.0,6,10 (8+1+1),4,4395.0,5170.0,"- 15,00 %",4000.0,3204903920000101939
Dufour 56 Exclusive (Premium),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Barca a vela,2020,,Bareboat,58.0,4,9 (6+2+1),4,4400.0,5500.0,"- 20,00 %",4000.0,2818052890000104238
Lagoon 42 (Sharanda),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2018,,Bareboat,42.0,4,11 ( 8 +2 dinette +1 bow),4,4401.0,4890.0,"- 10,00 %",4000.0,6438251640006723
Oceanis 51.1 (Anfitrite - Comfort line),13.06.2026 - 20.06.2026,"Sicily / Trapani, Italia","Sicily / Trapani, Italia",Italy,Sicily,Barca a vela,2023,,Bareboat,52.0,5,12 (10 + 2 saloon),3,4412.0,5190.0,"- 15,00 %",3500.0,16678601047000129
Lagoon 38 (NEW 2026),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Bareboat,38.0,4,12 8 +2 saloon +2 bow,2,4420.0,5200.0,"- 15,00 %",4000.0,7272373860000101952
Lagoon 40 (Nereo - Standard line),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2020,,Bareboat,39.0,4,12 (8 + 2 saloon + 2 bow),4,4582.0,5390.0,"- 15,00 %",3500.0,7512340790700129
Bali Catsmart (Agad),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2023,,Bareboat,37.0,4,9,2,4680.0,5200.0,"- 10,00 %",4000.0,7386051382102653
Lagoon 42 (SISSI),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2023,,Bareboat,39.0,6,12,4,4784.0,5980.0,"- 20,00 %",4000.0,7178706170000107829
Dufour 56 Exclusive (RAZZMATAZZ ),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Barca a vela,2023,,Bareboat,56.0,5,12 (8+2+2),5,4828.0,6200.0,"- 22,13 %",800.0,3874001772007771
Lagoon 42 (Sirius - Comfort Line),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Catamarano,2023,,Bareboat,42.0,4,12 (8 + 2 saloon + 2 bow),4,4837.0,5690.0,"- 15,00 %",4000.0,16708931047000129
Dufour 470 (Sama 1),13.06.2026 - 20.06.2026,"Sicily / Palermo / La Cala (Porto Palermo), Italia","Sicily / Palermo / La Cala (Porto Palermo), Italia",Italy,Sicily,Barca a vela,2022,,Bareboat,49.0,4,8,4,4900.0,,,3500.0,3800288560000105344
Lagoon 42 (Greta - Comfort line),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2024,,Bareboat,42.0,4,12 (8 + 2 saloon + 2 bow),4,4922.0,5790.0,"- 15,00 %",4000.0,20497581460100129
Sun Odyssey 490 (Sun Odyssey 490 Classic),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Barca a vela,2023,,Bareboat,47.0,5,10 (8+2),5,5028.0,5915.0,"- 15,00 %",4475.0,4670991960000102889
Lagoon 40 (Felù),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2020,,Bareboat,39.0,4,11 ( 8 +2 dinette +1 bow),4,5031.0,5590.0,"- 10,00 %",4000.0,5173861518206723
Bali Catspace (Giocos),13.06.2026 - 20.06.2026,"Sicily / Palermo / Marina Villa Igiea, Italia","Sicily / Palermo / Marina Villa Igiea, Italia",Italy,Sicily,Catamarano,2024,,Bareboat,40.0,4,10,4,5036.0,5890.0,"- 14,50 %",4000.0,4271891594707040
Leopard 40 (Sunsail 404 Classic),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2018,,Bareboat,39.0,4,10,2,5087.0,5985.0,"- 15,00 %",4075.0,3943903040000102889
Leopard 40 (Sunsail 404 Classic),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2020,,Bareboat,39.0,4,8,2,5087.0,5985.0,"- 15,00 %",4075.0,2216380580000102889
Bali 4.2 (aMare),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,42.0,4,8 +1,4,5121.0,5690.0,"- 10,00 %",4000.0,5445519650000106723
Lagoon 42 (Frangy),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2021,,Bareboat,42.0,4,11 ( 8 +2 dinette +1 bow),4,5121.0,5690.0,"- 10,00 %",4000.0,5450571518206723
Nautitech 46 Fly (Harmony Planet),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2021,,Bareboat,45.0,6,12 (8+2+2),5,5151.0,6060.0,"- 15,00 %",5000.0,3204924100000101939
Bali 4.2 (Blitz),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,42.0,4,9,4,5229.0,6300.0,"- 17,00 %",4500.0,3938801410000102653
Lagoon 42 (Proxima Centauri),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2024,,Bareboat,42.0,4,12 (8+2+2),4,5262.0,6154.0,"- 14,50 %",3500.0,36425051105300260
Bali Catspace (Wow),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2023,,Bareboat,40.0,4,10 (8+2),4,5355.0,5950.0,"- 10,00 %",4000.0,5493444570000106723
"Lagoon 42 (Almalù - A/C, Generator, Water maker)",13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2025,,Bareboat,43.0,4,11 (8+2 dinette +1 skipper) Cat A: 12,4,5418.0,6020.0,"- 10,00 %",4000.0,10007711609900648
Hanse 540e (Yannis 65 s),13.06.2026 - 20.06.2026,"Sicily / Milazzo / Marina del Nettuno, Italia","Sicily / Milazzo / Marina del Nettuno, Italia",Italy,Sicily,Barca a vela,2008,,Con equipaggio,53.0,5,10,5,5500.0,,,0.0,3267431840000104682
Astréa 42 (Dorella),13.06.2026 - 20.06.2026,"Sicily / Marsala Marina, Italia","Sicily / Marsala Marina, Italia",Italy,Sicily,Catamarano,2020,,Con equipaggio,41.0,4,10 (8+2),4,5525.0,6500.0,"- 15,00 %",2000.0,3320061450000104776
Lagoon 450 (Opera Prima),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2015,,Con equipaggio,46.0,6,12,5,5525.0,6500.0,"- 15,00 %",3000.0,4153628200000105825
Bali 4.3 (ANEMOS),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2021,,Bareboat,43.0,4,8 +1 bow,3,5535.0,6150.0,"- 10,00 %",4000.0,5444969750000106723
Lagoon 43 (Aurora Blue),13.06.2026 - 20.06.2026,"Sicily / Trapani, Italia","Sicily / Trapani, Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,45.0,4,12 (8+2+2),4,5641.0,6410.0,"- 12,00 %",2500.0,48344281586500260
Dufour 530 (PERSEIDE),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Barca a vela,2022,,Bareboat,54.0,4,9,4,5700.0,,,5000.0,3801628940000102532
Dufour 530 (ARTEMIDE),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Barca a vela,2022,,Bareboat,54.0,5,12 (10+2),5,5700.0,,,5000.0,3803269550000102532
Sun Odyssey 52.2 (Ronik),13.06.2026 - 20.06.2026,"Lipari, Italia","Lipari, Italia",Italy,Sicily,Barca a vela,2001,,Con equipaggio,50.0,4,0,4,5900.0,,,4000.0,4267031363104307
Bali Catspace (ISOLA BELLA),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,40.0,4,12,4,5950.0,,,0.0,5543260758802243
Lagoon 46 (ORIANA),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,46.0,5,12,5,6072.0,7590.0,"- 20,00 %",4000.0,7178610800000107829
Bali Catspace (Perrito Caliente),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,40.0,4,10,4,6200.0,,,4000.0,5796500837002653
Lagoon 43 (Premium),13.06.2026 - 20.06.2026,"Sicily / Trapani, Italia","Sicily / Trapani, Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,45.0,4,9 + 2 crew,4,6410.0,,,2500.0,7114274070000107812
Saona 47 (Premium),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Catamarano,2019,,Bareboat,46.0,6,13 (10+2+1),6,6440.0,8050.0,"- 20,00 %",5000.0,2817922170000104238
Lagoon 450 Fly (Sunsail Lagoon 450F Classic),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2020,,Bareboat,46.0,4,8,4,6575.0,7735.0,"- 15,00 %",6875.0,2894061140000102889
Bali 4.4 (BLISS LUXURY CATAMARAN),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2022,,Con equipaggio,45.0,3,7 (max 6 clients + 1 crew),3,6660.0,7400.0,"- 10,00 %",3000.0,5493339920000106723
Astréa 42 (Rossa),13.06.2026 - 20.06.2026,"Sicily / Palermo / La Cala (Porto Palermo), Italia","Sicily / Palermo / La Cala (Porto Palermo), Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,41.0,4,8 +skipper,4,6706.0,,,1000.0,6325599950000107463
Lagoon 46 (Baraonda - Comfort Line),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2021,,Bareboat,46.0,4,8 + 2 bow,4,6707.0,7890.0,"- 15,00 %",4000.0,21059331047000129
Bali 4.4 (KEEP CALM),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,45.0,4,8 + 1 bow,4,6741.0,7490.0,"- 10,00 %",4500.0,5445020990000106723
Lagoon 46 (Sonia - Premium Line),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Catamarano,2022,,Bareboat,46.0,4,8 + 2 bow,4,6792.0,7990.0,"- 15,00 %",4000.0,18775921047000129
Lagoon 46 (Sestante),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2024,,Bareboat,46.0,4,12 (8+2+2),4,6959.0,8139.0,"- 14,50 %",4000.0,35705031400100260
Lagoon 46 (Ledi - Premium Line),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2024,,Bareboat,46.0,4,8 + 2 bow,4,6962.0,8190.0,"- 15,00 %",4000.0,26416041384900129
Neel 47 (Flo),13.06.2026 - 19.06.2026,"Sicily / Trapani, Italia","Sicily / Trapani, Italia",Italy,Sicily,Trimarano,2021,,Con equipaggio,47.0,3,6,2,7000.0,,,1500.0,6631652420000107698
Yot 36 (Premium),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano a motore,,,Con equipaggio,36.0,2,4 ( 2 clients + 1 skipper),2,7000.0,,,2000.0,6407411518206723
Lagoon 52F (Fico - Premium line ),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Catamarano,2020,,Con equipaggio,52.0,4,10 + 2 bow,4,7642.0,8990.0,"- 15,00 %",1500.0,7510550790700129
Bali 4.6 (Lux),13.06.2026 - 20.06.2026,"Sicily / Palermo / Marina Villa Igiea, Italia","Sicily / Palermo / Marina Villa Igiea, Italia",Italy,Sicily,Catamarano,2023,,Con equipaggio,47.0,5,10,5,7952.0,9300.0,"- 14,50 %",4000.0,7500418240000107040
Dufour Catamaran 48 (Jovy),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2021,,Con equipaggio,48.0,4,10 (8 + 2 Crew),4,8075.0,8500.0,"- 5,00 %",0.0,2876361059604203
Lagoon 46 (Sunsail 46 Cat Classic),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2021,,Bareboat,46.0,4,8,4,8241.0,9695.0,"- 15,00 %",6875.0,2508872860000102889
Leopard 45 (Moorings 4500 Club),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2019,,Bareboat,45.0,5,11 (8+2 saloon+1 forepeak),4,8241.0,9695.0,"- 15,00 %",6875.0,2204318180000102903
Aura 51 (Kali II - Luxury Aeolian Experience ),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2022,,Con equipaggio,51.0,4,8 + 2 Crew,4,8492.0,9990.0,"- 15,00 %",0.0,5084006320000104906
Bali 4.8 (Cossyra A/C- WM- GENERATOR),13.06.2026 - 20.06.2026,"Sicily / Palermo / Marina Villa Igiea, Italia","Sicily / Palermo / Marina Villa Igiea, Italia",Italy,Sicily,Catamarano,2021,,Con equipaggio,49.0,6,12,6,8978.0,10500.0,"- 14,50 %",4000.0,34725261335801230
Elba 45 (BLU DOLPHIN),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,44.0,4,8,4,9180.0,10200.0,"- 10,00 %",4000.0,5795091640006723
Leopard 46 (Moorings 4600 Exclusive Plus),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2025,,Bareboat,46.0,5,12 (8+2 saloon+2 forepeak),5,9550.0,11235.0,"- 15,00 %",9980.0,7271310950000102903
Lagoon 52F (Naka - PREMIUM LINE),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2020,,Con equipaggio,52.0,5,12 (10+2),5,9797.0,12132.0,"- 19,25 %",0.0,20942440910100260
Lagoon 51 (SAILUXE - Fichetto),13.06.2026 - 20.06.2026,"Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia - Salerno / Marina d'Arechi, Italia","Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia",Italy,Sicily,Catamarano,2023,,Con equipaggio,50.0,4,8 + 2 crew,3,10022.0,11480.0,"- 12,70 %",1500.0,16710671047000129
Bali 4.8 (Vitamine),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2021,,Con equipaggio,49.0,5,10 +1 bow,5,10395.0,11550.0,"- 10,00 %",4000.0,7378791518206723
Gulet (Pallas),13.06.2026 - 20.06.2026,"Lipari, Italia","Lipari, Italia",Italy,Sicily,Caicco,1997,,Con equipaggio,79.0,6,14,6,13750.0,,,0.0,5572474080000106807
Bali 5.4 (Alfa.bm2),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2023,,Con equipaggio,55.0,5,12,5,14025.0,16500.0,"- 15,00 %",4000.0,7206810837002653
Bali 5.4 (Stronghyle),13.06.2026 - 20.06.2026,"Sicily / Palermo / Marina Villa Igiea, Italia","Sicily / Palermo / Marina Villa Igiea, Italia",Italy,Sicily,Catamarano,2019,2026,Con equipaggio,55.0,5,11,5,14150.0,16550.0,"- 14,50 %",0.0,34851781335801230
Prestige 440 (Pato),13.06.2026 - 19.06.2026,"Sicily / Giardini Naxos / Porto di Giardini, Italia","Sicily / Giardini Naxos / Porto di Giardini, Italia",Italy,Sicily,Barca a motore,2011,,Con equipaggio,36.0,2,7,2,15000.0,,,1000.0,7229515410000107887
Gulet (Donna Marisa),13.06.2026 - 20.06.2026,"Sicily / Milazzo / Poseidon Marina, Italia","Sicily / Milazzo / Poseidon Marina, Italia",Italy,Sicily,Caicco,1998,,Con equipaggio,89.0,6,12,6,15000.0,,,0.0,2910570999903207
Bali 5.4 (Sikelia),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia - Salerno / Marina d'Arechi, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2020,,Con equipaggio,55.0,4,11 (8 + 3 Crew),4,15200.0,16000.0,"- 5,00 %",0.0,2791177010000104203
Prestige M48 ('Nnamo - Premium line),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano a motore,2026,,Con equipaggio,49.0,4,8,4,15300.0,18000.0,"- 15,00 %",3500.0,31991161460100129
Bali 5.4 (Italy),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2025,,Con equipaggio,55.0,6,12 + 2 bow crew,6,16020.0,17800.0,"- 10,00 %",1000.0,5685621640006723
Prestige M48 (Prestige M48),13.06.2026 - 19.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano a motore,2026,,Con equipaggio,49.0,3,6,4,18000.0,,,0.0,7545236000000107887
Bali 5.2 (Libera),13.06.2026 - 20.06.2026,"Sicily / Furnari / Marina Portorosa, Italia","Sicily / Furnari / Marina Portorosa, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,52.0,6,16,6,18905.0,19900.0,"- 5,00 %",5000.0,7103498220000102653
Lagoon 55 (Premium +),13.06.2026 - 20.06.2026,"Sicily / Trapani, Italia","Sicily / Trapani, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,60.0,4,8 + 2 crew,4,19290.0,,,4500.0,3437251748107812
Gulet (KAPTAN YILMAZ II (7 cabins + 1 bookable as extra)),13.06.2026 - 20.06.2026,"Sicily / Milazzo / Porto Santa Maria Maggiore, Italia","Sicily / Milazzo / Porto Santa Maria Maggiore, Italia",Italy,Sicily,Caicco,1995,,Con equipaggio,85.0,8,16 (16 + 4 crew),8,21000.0,,,0.0,2724893720000104135
Gulet (Mimay),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Caicco,1987,2025,Con equipaggio,70.0,3,6,3,24400.0,,,0.0,7646982400000108771
Fairlane Phantom 38 (Premium),13.06.2026 - 19.06.2026,"Sicily / Riposto, Italia - Sicily / Messina, Italia","Sicily / Riposto, Italia",Italy,Sicily,Yacht a motore,2006,,Con equipaggio,56.0,3,6,3,25000.0,,,0.0,1922411819907573
Prestige 450 (Beni),13.06.2026 - 19.06.2026,"Sicily / Giardini Naxos / Porto di Giardini, Italia","Sicily / Giardini Naxos / Porto di Giardini, Italia",Italy,Sicily,Barca a motore,2015,,Con equipaggio,46.0,2,6,2,25000.0,,,0.0,7229515440000107887
Prestige M48 (Main),13.06.2026 - 19.06.2026,"Sicily / Giardini Naxos / Porto di Giardini, Italia","Sicily / Giardini Naxos / Porto di Giardini, Italia",Italy,Sicily,Catamarano a motore,2026,,Con equipaggio,49.0,3,6,4,28000.0,,,0.0,7730759370000107887
Bayliner 652 (Premium),13.06.2026 - 19.06.2026,"Sicily / Milazzo / Marina del Nettuno, Italia","Sicily / Milazzo / Marina del Nettuno, Italia",Italy,Sicily,Yacht a motore,2004,,Con equipaggio,66.0,3,6,3,30000.0,,,0.0,1922931819907573
Bayliner 652 (Premium),13.06.2026 - 19.06.2026,"Sicily / San Vito Lo Capo, Italia - Sicily / Trapani, Italia","Sicily / San Vito Lo Capo, Italia",Italy,Sicily,Barca a motore,2004,,Con equipaggio,89.0,3,7,3,36000.0,,,0.0,1326311819907573
Fairlane Phantom 38 (Premium),13.06.2026 - 19.06.2026,"Sicily / Messina, Italia - Sicily / Riposto, Italia","Sicily / Messina, Italia",Italy,Sicily,Yacht a motore,2005,,Con equipaggio,75.0,4,8,4,38000.0,,,0.0,1326971819907573
Lagoon Sixty 5 (SAILUXE - La Controra),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,67.0,5,10 + 4 crew,5,38284.0,42900.0,"- 10,76 %",4000.0,30169801460100129
Lagoon Sixty 5 (SAILUXE - Aura),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,67.0,5,10 + 4 crew,5,38373.0,43000.0,"- 10,76 %",4000.0,30164691460100129
Lagoon Sixty 5 (SAILUXE - Aura),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,67.0,5,10 + 4 crew,5,38373.0,43000.0,"- 10,76 %",4000.0,30166361460100129
Lagoon Sixty 5 (SAILUXE - Aura),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia - Sicily / Castellammare del Golfo / Porto di Castellammare del Golfo, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,67.0,5,10 + 4 crew,5,38373.0,43000.0,"- 10,76 %",4000.0,31697371460100129
Lagoon Sixty 5 (SAILUXE - Aura),13.06.2026 - 20.06.2026,"Sicily / Capo d'Orlando Marina, Italia","Sicily / Capo d'Orlando Marina, Italia",Italy,Sicily,Catamarano,2026,,Con equipaggio,67.0,5,10 + 4 crew,5,38373.0,43000.0,"- 10,76 %",4000.0,30152331460100129
Bavaria 38 (Tommy ),13.06.2026 - 20.06.2026,"Sardinia / Porto Rotondo / Punta Nuraghe, Italia","Sardinia / Porto Rotondo / Punta Nuraghe, Italia",Italy,Sardinia / Corsica,Barca a vela,2004,,Bareboat,39.0,3,6,1,1150.0,2170.0,"- 47,00 %",3500.0,680142480000101933
Oceanis 393 (Sabik),13.06.2026 - 20.06.2026,"San Pietro / Carloforte, Italia","San Pietro / Carloforte, Italia",Italy,Sardinia / Corsica,Barca a vela,2004,2023,Bareboat,39.0,3,8 (6+2),2,1700.0,2000.0,"- 15,00 %",3000.0,131672110000100201
Tempest 570 (Cap 570),13.06.2026 - 19.06.2026,"Sardinia / Porto Cervo, Italia","Sardinia / Porto Cervo, Italia",Italy,Sardinia / Corsica,Barca a motore,2022,,Bareboat,18.0,0,0,0,1700.0,,,2000.0,7421940880000108003
Oceanis 373 (Mirfak),13.06.2026 - 20.06.2026,"Sardinia / Cagliari / Marina di Cagliari, Italia","Sardinia / Cagliari / Marina di Cagliari, Italia",Italy,Sardinia / Corsica,Barca a vela,2005,,Bareboat,37.0,3,6,1,1800.0,2400.0,"- 25,00 %",1800.0,1069612410000102501
Oceanis 35.1 (Mia),13.06.2026 - 20.06.2026,"San Pietro / Carloforte, Italia","San Pietro / Carloforte, Italia",Italy,Sardinia / Corsica,Barca a vela,2019,2024,Bareboat,32.0,3,6,1,1870.0,2200.0,"- 15,00 %",3000.0,1997636370000100201
Sun Odyssey 36i (Bliksem),13.06.2026 - 20.06.2026,"Sardinia / Portisco / Marina di Portisco, Italia","Sardinia / Portisco / Marina di Portisco, Italia",Italy,Sardinia / Corsica,Barca a vela,2008,2021,Bareboat,36.0,3,8 (6+2),1,1955.0,2300.0,"- 15,00 %",2500.0,2715506280000104128
Dufour 405 (Chioggia Minuddaa),13.06.2026 - 20.06.2026,"San Pietro / Carloforte, Italia","San Pietro / Carloforte, Italia",Italy,Sardinia / Corsica,Barca a vela,2011,,Bareboat,40.0,3,6,2,2125.0,2500.0,"- 15,00 %",3500.0,506949450000100201
Oceanis 38 (Ánemos),13.06.2026 - 20.06.2026,"San Pietro / Carloforte, Italia","San Pietro / Carloforte, Italia",Italy,Sardinia / Corsica,Barca a vela,2017,2023,Bareboat,38.0,3,8 (6+2),2,2168.0,2550.0,"- 15,00 %",3000.0,1365815680000100201
Moorings 352 (Oceanis 35.1 Club),13.06.2026 - 20.06.2026,"Sardinia / Cannigione, Italia","Sardinia / Cannigione, Italia",Italy,Sardinia / Corsica,Barca a vela,2019,,Bareboat,34.0,2,6 (4+2),2,2380.0,2800.0,"- 15,00 %",4150.0,1942754940000102903
