name,dates,base,base_primary,country,region,type,anno,anno_refit,service,length_ft,cabins,berths,wc,price_eur,original_price_eur,discount,deposit_eur,yacht_id
Sun Odyssey 40.3 (AF-SO40.3),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2002,,Bareboat,40.0,3,6,2,1235.0,,,2500.0,7205848660000101802
Sun Odyssey 40.3 (Evina),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2002,,Bareboat,40.0,3,6,2,1275.0,1500.0,"- 15,00 %",2500.0,5547529140000104121
Sun Odyssey 37 (Lina),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2001,,Bareboat,37.0,3,6 (6+2) Licensed for 8,1,1360.0,1600.0,"- 15,00 %",1500.0,5651711058900892
Oceanis 331 (Martha),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2004,2022,Bareboat,34.0,3,6,1,1435.0,1750.0,"- 18,00 %",1500.0,2917458710000103622
Oceanis 34 (Nikoleta),13.06.2026 - 20.06.2026,"Lefkada / Nydri Port, Grecia","Lefkada / Nydri Port, Grecia",Greece,Ionian,Barca a vela,2004,2001,Bareboat,34.0,3,8,1,1480.0,,,1500.0,3229201317204840
Sun Odyssey 35 (Steropi),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2003,,Bareboat,35.0,3,8 (6+2),1,1520.0,,,1500.0,6177746910000107291
Bavaria 33 Cruiser (Konstantinos),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2006,,Bareboat,34.0,2,6,1,1530.0,1700.0,"- 10,00 %",2000.0,13095951493802973
Oceanis 31 (TRIZONIA ),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,31.0,2,6,1,1600.0,,,1500.0,2157940603302458
Bavaria 32 (Theodor Storm),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,1997,,Bareboat,34.0,2,6,1,1600.0,,,1500.0,6177988570000107291
Bavaria 39 Cruiser (Planis),13.06.2026 - 20.06.2026,"Kefalonia / Sami Port, Grecia","Kefalonia / Sami Port, Grecia",Greece,Ionian,Barca a vela,2006,,Bareboat,39.0,3,6,2,1615.0,1700.0,"- 5,00 %",2500.0,1505245880000103224
Sun Odyssey 36i (Formica),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,2023,Bareboat,36.0,3,8 (6+2),1,1615.0,1900.0,"- 15,00 %",1500.0,934822550000102266
Bavaria 44 (Giannis),13.06.2026 - 20.06.2026,"Lefkada / Nydri Port, Grecia","Lefkada / Nydri Port, Grecia",Greece,Ionian,Barca a vela,2004,,Bareboat,45.0,4,10,2,1680.0,,,1500.0,3351957180000104840
Bavaria 36 Cruiser (Irene),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2011,,Bareboat,37.0,3,6,1,1700.0,,,1000.0,2805920906103987
Oceanis 393 (Hinitsa),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2004,2018,Bareboat,39.0,3,6 (6+2) Licensed for 8,2,1700.0,2000.0,"- 15,00 %",1700.0,239290470000100892
Elan Impression 344 (Argo),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2006,,Bareboat,34.0,3,6,1,1750.0,,,1000.0,2919730080000101060
Elan Impression 344 (Naftaki),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2006,,Bareboat,34.0,3,6,1,1750.0,,,1000.0,2919726630000101060
Oceanis 423 (Thalassa),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2006,2024,Bareboat,43.0,4,8,3,1827.0,2030.0,"- 10,00 %",2000.0,6340203170000107471
Elan Impression 394 (Thalia),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2012,,Bareboat,39.0,3,8 6+2,2,1850.0,2400.0,"- 22,92 %",500.0,7287968140000103502
Sun Odyssey 349 (DNA),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,34.0,3,6,1,1875.0,2500.0,"- 25,00 %",500.0,10969881455002103
Oceanis 473 (Pigasos),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2003,,Bareboat,46.0,4,10,2,1880.0,4000.0,"- 53,00 %",2500.0,4119841754406399
Bavaria 35 Cruiser (Alba),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,35.0,3,7,1,1881.0,2090.0,"- 10,00 %",1500.0,1191260370801520
Oceanis 473 (Pigasos),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2003,,Bareboat,46.0,4,10 (8+2),2,1889.0,2750.0,"- 31,32 %",3000.0,7313916940000101002
Sun Odyssey 349 (Cherie Bibi),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,34.0,3,6,1,1900.0,2880.0,"- 34,03 %",2500.0,6585447680000101002
Sun Odyssey 37 (ALKI),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2003,2021,Bareboat,37.0,3,6,1,1917.0,2130.0,"- 10,00 %",1500.0,3400490959204152
Sun Odyssey 33i (Maxima),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,33.0,2,6 (4+2),1,1920.0,2400.0,"- 20,00 %",2000.0,2704045010000104103
Sun Odyssey 33i (Omega),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2013,,Bareboat,33.0,2,6 (4+2),1,1920.0,2400.0,"- 20,00 %",2000.0,2704011000000104103
Sun Odyssey 33i (Arosa),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,33.0,2,6 (4+2),1,1920.0,2400.0,"- 20,00 %",2000.0,2704040140000104103
Sun Odyssey 33i (Britannia),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,33.0,2,6 (4+2),1,1920.0,2400.0,"- 20,00 %",2000.0,2704031660000104103
Bavaria 42 (Stilvi),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia - Lefkada / Port of Lefkas, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2000,,Bareboat,42.0,4,8,2,1955.0,2300.0,"- 15,00 %",2000.0,5476381069202458
Bavaria 40 Cruiser (AF-B40C),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,41.0,3,7,2,1960.0,,,2500.0,7416820855601802
Hanse 385 (Happy Impuls),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,36.0,3,8 6+2,1,1976.0,2195.0,"- 10,00 %",1500.0,3060827140000104485
Bavaria 37 Cruiser (Happy Jack),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,36.0,3,6,1,1976.0,2195.0,"- 10,00 %",1500.0,3060878990000104485
Sun Odyssey 39i (Nomad),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,39.0,3,6,1,1980.0,2500.0,"- 20,80 %",2100.0,4029311301202371
Amphitrite (Asterias),13.06.2026 - 20.06.2026,"Corfu / Marina Benitses, Grecia","Corfu / Marina Benitses, Grecia",Greece,Ionian,Barca a vela,1979,,Bareboat,44.0,3,6,2,2000.0,,,0.0,4761041290000106304
Bavaria 40 Cruiser (ARIADNI),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,2024,Bareboat,41.0,3,6 +2,2,2000.0,,,2000.0,3606771204904963
Oceanis 461 (ANDREAS II),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2000,2013,Bareboat,48.0,4,8,2,2031.0,2700.0,"- 24,76 %",2500.0,1304970523802371
Bavaria Cruiser 40 (S/Y Sylvia),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2013,,Bareboat,39.0,3,7 - License for: 8 / In cabins: 6,2,2063.0,2750.0,"- 25,00 %",2800.0,19294540656201019
Bavaria 39 Cruiser (Julia),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2006,,Bareboat,39.0,3,6,2,2115.0,2350.0,"- 10,00 %",1500.0,1762230462701520
Bavaria Cruiser 46 (Aquilo),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,48.0,4,8 (8 + 2),3,2160.0,2400.0,"- 10,00 %",2500.0,7208135200000107850
Sun Odyssey 42 i (Argonaute),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2011,,Bareboat,42.0,3,8,2,2190.0,2738.0,"- 20,00 %",2000.0,5555323560000106670
Elan Impression 384 (Ageras),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,38.0,3,8 6+2,2,2200.0,,,2000.0,2919739120000101060
Bavaria Cruiser 37 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,37.0,3,6,1,2242.0,2950.0,"- 24,00 %",1000.0,2176510363200233
Bavaria 40 Cruiser (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,41.0,3,6,2,2244.0,2550.0,"- 12,00 %",1000.0,1920370241600233
Oceanis 43 (Mojito),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,43.0,4,10,2,2270.0,2768.0,"- 18,00 %",2000.0,5334281960000106670
Bavaria 43 Cruiser (Beta ),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia - Lefkada / Nikiana Marina, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,42.0,3,6,2,2295.0,2700.0,"- 15,00 %",2000.0,2688600603302458
Oceanis 43 (TIAMO ),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia - Lefkada / Port of Lefkas, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2010,,Bareboat,42.0,3,8 6 in the cabins & 2 in saloon area (table convertes to bed),3,2295.0,2700.0,"- 15,00 %",2000.0,1594770603302458
Cyclades 43.4 (AF-C43.4),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,43.0,4,10,2,2300.0,,,2500.0,10677050932501802
Gib Sea 43 (ANDROMEDA),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2003,2022,Bareboat,43.0,4,10,2,2300.0,,,1500.0,5109701767004963
Bavaria Cruiser 40 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2011,,Bareboat,41.0,3,6,2,2301.0,2950.0,"- 22,00 %",1000.0,2847580363200233
Sun Odyssey 389 (Geneva),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,38.0,3,8 (6+2),1,2320.0,2900.0,"- 20,00 %",2000.0,2704050150000104103
Sun Odyssey 389 (Verona),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,38.0,3,8 (6+2),1,2320.0,2900.0,"- 20,00 %",2000.0,2704062910000104103
Oceanis 46 (Alpha ),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,45.0,4,8,2,2320.0,2900.0,"- 20,00 %",2500.0,2632130589502458
Oceanis 393 (FIJI),13.06.2026 - 20.06.2026,"Pilos / Pylos Marina, Grecia","Pilos / Pylos Marina, Grecia",Greece,Ionian,Barca a vela,2001,,Bareboat,38.0,3,6,2,2338.0,,,1500.0,6143245890000103926
Sun Odyssey 410 (GAIA),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,41.0,3,8,2,2349.0,2900.0,"- 19,00 %",2500.0,9650921480201492
Bavaria Cruiser 41 (AF-B41C),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,41.0,3,7,2,2356.0,3150.0,"- 25,20 %",2500.0,642987290000101802
Bavaria 46 Cruiser (Sandra),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,46.0,4,10,2,2375.0,2500.0,"- 5,00 %",3000.0,2406570956304112
Bavaria 47 Cruiser (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,46.0,4,8,2,2394.0,3150.0,"- 24,00 %",1200.0,4688640594900233
Cyclades 43.4 (HERMES),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2008,2024,Bareboat,43.0,4,8 +2,2,2400.0,,,2000.0,3602531204904963
Sun Odyssey 439 (Thales),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2013,,Bareboat,44.0,4,8,2,2400.0,3000.0,"- 20,00 %",2500.0,2032208130000103608
Bavaria Cruiser 41 (S/Y Alisahni),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,41.0,3,8 - License for: 8 / In cabins: 6,2,2400.0,3200.0,"- 25,00 %",3200.0,1735260312301019
Oceanis 45 (DAEDALUS),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,44.0,4,10 (8+2),2,2496.0,3900.0,"- 36,00 %",3000.0,1899009780000103447
Hanse 455 (Alexa),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,44.0,4,10 (8 people in the cabins +2 in the saloon area),2,2500.0,4700.0,"- 46,81 %",3500.0,11024351619702193
Bavaria 50 Cruiser (Wave Dancer),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2007,2023,Bareboat,51.0,5,10,3,2516.0,3700.0,"- 32,00 %",2000.0,3225021390203622
Oceanis 38 (Karavas),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,38.0,3,8,1,2520.0,3600.0,"- 30,00 %",2500.0,1668610492201135
Sun Odyssey 469 (Lemon),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2013,,Bareboat,46.0,4,10 (8+2),4,2523.0,2900.0,"- 13,00 %",2000.0,6362109340000107850
Oceanis 45 (Zeppelin),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2012,,Bareboat,45.0,4,10,2,2550.0,3400.0,"- 25,00 %",3500.0,8548941481301496
Hanse 418 (Mystique),13.06.2026 - 20.06.2026,"Lefkada / Marina Perigiali, Grecia","Lefkada / Marina Perigiali, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8 salon table convertible,2,2560.0,3200.0,"- 20,00 %",500.0,4199051161903502
Bavaria Cruiser 41 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,41.0,3,6,2,2580.0,3440.0,"- 25,00 %",1000.0,2860790363200233
Bavaria Cruiser 41 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,41.0,3,6,2,2580.0,3440.0,"- 25,00 %",1000.0,2872200363200233
Dufour 390 Grand Large (Swell),13.06.2026 - 20.06.2026,"Lefkada / Sivota Marina Lefkada, Grecia","Lefkada / Sivota Marina Lefkada, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,39.0,3,8,3,2592.0,3550.0,"- 27,00 %",2000.0,4237323670000105875
Hanse 418 (Mersina),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8,2,2592.0,3550.0,"- 27,00 %",2500.0,5521165710000105875
Oceanis 50 (Anchorman),13.06.2026 - 20.06.2026,"Lefkada / Nydri Port, Grecia","Lefkada / Nydri Port, Grecia",Greece,Ionian,Barca a vela,2011,2018,Bareboat,49.0,4,8 + crew,4,2600.0,,,1400.0,5672094890000106925
Bavaria Cruiser 46 (STAVENTO),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,48.0,4,9 (8+1),3,2630.0,4174.0,"- 37,00 %",0.0,7611078030000108736
Sun Odyssey 42 i (SEA OBSESSION),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Barca a vela,2007,,Bareboat,42.0,3,8,2,2635.0,3100.0,"- 15,00 %",500.0,2600000688002996
Bavaria 46 Cruiser (La Luna),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,47.0,4,10 (8 + 2),2,2640.0,3300.0,"- 20,00 %",2000.0,4607041370000102703
Oceanis 41.1 (IOANNA ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,39.0,3,8,2,2680.0,4000.0,"- 33,00 %",2500.0,4522471546504581
Bavaria Cruiser 46 (Delos),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,47.0,4,8,3,2700.0,3000.0,"- 10,00 %",2400.0,1181324590000102762
Sun Odyssey 349 (Sunsail 34- 2/1 Classic),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,34.0,2,4,1,2719.0,3199.0,"- 15,00 %",3575.0,2888101550000102889
Oceanis 41.1 (Moorhen),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,39.0,3,8,2,2720.0,4000.0,"- 32,00 %",2000.0,5702811546504581
Sun Odyssey 389 (Agios Georgios),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,37.0,3,8 6+2,1,2734.0,3550.0,"- 23,00 %",2500.0,5799630800001002
Sun Odyssey 410 (ALASKA),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8,2,2737.0,4600.0,"- 40,50 %",500.0,21481431289402996
Gib Sea 51 (Fetard),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2005,,Bareboat,49.0,5,12,5,2750.0,,,3000.0,4703592290000104112
Oceanis 50 Family (ZOI),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2010,2025,Bareboat,50.0,5,12,3,2790.0,4500.0,"- 38,00 %",2500.0,4481371766907273
Oceanis 50 (Darwin),13.06.2026 - 20.06.2026,"Lefkada / Nydri Port, Grecia","Lefkada / Nydri Port, Grecia",Greece,Ionian,Barca a vela,2011,2018,Bareboat,49.0,5,9 + Skipper,3,2800.0,,,1400.0,5672095020000106925
Bavaria Cruiser 41 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,41.0,3,6,2,2808.0,3600.0,"- 22,00 %",1000.0,15788830856400233
Oceanis 45 (Semiramis (Refit 2021)),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,2021,Bareboat,46.0,4,10 (8+2),2,2860.0,4400.0,"- 35,00 %",2500.0,2219602020000103475
Oceanis 40.1 (Valkyrie),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,42.0,4,10 (8+2),2,2883.0,4650.0,"- 38,00 %",2500.0,4263606080000103475
Hanse 418 (Dafne),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8,2,2925.0,3900.0,"- 25,00 %",2500.0,7488341481301496
Sun Odyssey 469 (Scooby Doo),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,47.0,4,10 (8+2),4,2925.0,4500.0,"- 35,00 %",2500.0,3880649460000104969
Lagoon 380 (AF-LAG380(II)),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2019,,Bareboat,38.0,6,10,2,2930.0,,,2900.0,5327070661501802
Belize 43 (AF-B43),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2006,,Bareboat,43.0,6,10,2,2933.0,3450.0,"- 15,00 %",3000.0,3086130450301802
Bavaria Cruiser 46 (Mojito),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,48.0,4,8 (8+1),3,2960.0,4700.0,"- 37,02 %",3000.0,6554145780000101002
Lagoon 380 S2 (Vienna),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Catamarano,2016,,Bareboat,38.0,6,10,2,2963.0,4300.0,"- 31,10 %",3000.0,1311822840000102934
Bavaria 46 Cruiser (Daluz),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2005,2013,Bareboat,47.0,4,9 (8+1),2,2975.0,3500.0,"- 15,00 %",1800.0,498737670000101520
Belize 43 (ARTEMIS K ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2006,,Bareboat,43.0,6,10 8+2,2,2975.0,3500.0,"- 15,00 %",3000.0,2788610890000104121
